iter	RMSE
131	8.861165554
132	8.8581586
133	8.851938823
134	8.847551505
135	8.842278773
136	8.834839281
137	8.831829653
138	8.8261477
139	8.819832424
140	8.811854411
141	8.807458311
142	8.803099132
143	8.797973979
144	8.790090281
145	8.785733257
146	8.780535445
147	8.774742413
148	8.770719708
149	8.764167694
150	8.758100891
151	8.751804547
152	8.748413352
153	8.743108328
154	8.738726752
155	8.734180463
156	8.731243709
157	8.726113749
158	8.721690832
159	8.716439191
160	8.712162677
161	8.706697549
162	8.699832734
163	8.693511365
164	8.690006302
165	8.684521078
166	8.67876704
167	8.672782944
168	8.668591025
169	8.662513166
170	8.656928625
171	8.651569766
172	8.646643254
173	8.643226265
174	8.640197473
175	8.634271679
176	8.631258025
177	8.625228418
178	8.619465761
179	8.614797183
180	8.611443046
181	8.607457321
182	8.602632491
183	8.597100465
184	8.592892377
185	8.588401904
186	8.58428964
187	8.579367948
188	8.573152716
189	8.568315508
190	8.563613602
191	8.559351571
192	8.553711011
193	8.549356912
194	8.545447145
195	8.54060368
196	8.53532204
197	8.531158417
198	8.526130796
199	8.519689112
200	8.51581386
201	8.512062707
202	8.507276784
203	8.502529876
204	8.49814839
205	8.493472211
206	8.489630156
207	8.485033788
208	8.480595543
209	8.476774638
210	8.472964505
211	8.467073539
212	8.463731746
213	8.458489872
214	8.4550171
215	8.448085035
216	8.442302246
217	8.43758307
218	8.433979761
219	8.430039842
220	8.426491608
221	8.422497933
222	8.416857462
223	8.412684026
224	8.409463806
225	8.40534145
226	8.402127431
227	8.398774837
228	8.394457837
229	8.388079828
230	8.383729816
231	8.379660499
232	8.375523981
233	8.371252163
234	8.366795113
235	8.363459038
236	8.357832545
237	8.354482825
238	8.351254703
239	8.345283292
240	8.341010488
241	8.335583633
242	8.330477931
243	8.326508901
244	8.322570462
245	8.319433787
246	8.316245706
247	8.310981502
248	8.304785799
249	8.299339229
250	8.294974398
251	8.290493465
252	8.286548343
253	8.283069859
254	8.279710947
255	8.275250519
256	8.271298928
257	8.268760801
258	8.265302392
259	8.261453256
260	8.254293353
261	8.250108207
262	8.246927969
263	8.242633394
264	8.238866513
265	8.235549845
266	8.231558379
267	8.227869344
268	8.224761186
269	8.220627704
270	8.217834574
271	8.21503125
272	8.211548978
273	8.207142303
274	8.204421889
275	8.199513064
276	8.195488125
277	8.192427475
278	8.188558265
279	8.184488232
280	8.181771206
281	8.178225149
282	8.174336072
283	8.171100548
284	8.16806134
285	8.164543585
286	8.162572781
287	8.159746015
288	8.155376681
289	8.151266028
290	8.148940076
291	8.144657031
292	8.141663255
293	8.139054258
294	8.136303116
295	8.13336572
296	8.129213121
297	8.126843396
298	8.123560262
299	8.119560513
300	8.117167082
301	8.113554408
302	8.111188697
303	8.10750057
304	8.102968677
305	8.099257759
306	8.094673215
307	8.090159326
308	8.086303045
309	8.082770719
310	8.079191784
311	8.07655795
312	8.072730783
313	8.070067271
314	8.067654678
315	8.063847162
316	8.061937972
317	8.059767316
318	8.056826062
319	8.054221697
320	8.051522767
321	8.048861004
322	8.046550133
323	8.041787338
324	8.039902238
325	8.036656855
326	8.03320883
327	8.030316345
328	8.026897776
329	8.024619891
330	8.020818258
331	8.016991577
332	8.014036594
333	8.010988571
334	8.007957637
335	8.005241954
336	8.00290165
337	8.000992979
338	7.996873812
339	7.994157094
340	7.991644105
341	7.988554349
342	7.984774555
343	7.980966033
344	7.978548406
345	7.976474529
346	7.973582195
347	7.970633143
348	7.968455615
349	7.96593403
350	7.964131792
351	7.960066823
352	7.955359497
353	7.951426695
354	7.949782721
355	7.947981823
356	7.944080207
357	7.94119328
358	7.937914454
359	7.934877851
360	7.930826603
361	7.928341499
362	7.924697733
363	7.922022692
364	7.919431987
365	7.915322276
366	7.911996555
367	7.910279615
368	7.906834752
369	7.904480358
370	7.901707805
371	7.896663307
372	7.893546378
373	7.890323849
374	7.887235574
375	7.884483473
376	7.881368779
377	7.877865001
378	7.875031414
379	7.873134328
380	7.870438303
381	7.867886119
382	7.863948207
383	7.860912142
384	7.858378776
385	7.855159435
386	7.85285993
387	7.85032649
388	7.847347223
389	7.844490783
390	7.841481071
391	7.838192562
392	7.83408171
393	7.831995
394	7.829102256
395	7.825335702
396	7.82213115
397	7.819619643
398	7.816350735
399	7.813008314
400	7.809862013
401	7.808399218
402	7.806083239
403	7.803030823
404	7.800214078
405	7.79778753
406	7.794837226
407	7.792150364
408	7.788531729
409	7.785308328
410	7.782157213
411	7.779458938
412	7.776922424
413	7.774040977
414	7.770356395
415	7.767215439
416	7.765605317
417	7.763217999
418	7.760676743
419	7.75831705
420	7.755886048
421	7.753782522
422	7.74949363
423	7.747477068
424	7.744968076
425	7.741128243
426	7.738932865
427	7.736299767
428	7.733938848
429	7.732554054
430	7.729770355
431	7.727114644
432	7.724404715
433	7.721599906
434	7.720120197
435	7.716951987
436	7.714081211
437	7.710423921
438	7.707763341
439	7.706391425
440	7.70419821
441	7.70286828
442	7.700621374
443	7.696034595
444	7.693688735
445	7.691886385
446	7.689244601
447	7.68611217
448	7.684164085
449	7.681338305
450	7.677984888
451	7.674925905
452	7.672001739
453	7.671004054
454	7.669798817
455	7.667402769
456	7.665177724
457	7.662756558
458	7.660631307
459	7.657996859
460	7.656472771
461	7.653213109
462	7.651163575
463	7.647786725
464	7.645158059
465	7.642728594
466	7.639018402
467	7.637363796
468	7.631706344
469	7.629347637
470	7.626509225
471	7.623567677
472	7.620928781
473	7.616832736
474	7.615195179
475	7.611250404
476	7.607893818
477	7.606307667
478	7.604364183
479	7.60159712
480	7.598047279
481	7.595238501
482	7.593253621
483	7.592012014
484	7.590617891
485	7.587401402
486	7.584691064
487	7.582629388
488	7.580887805
489	7.578721688
490	7.576515206
491	7.574623399
492	7.571636541
493	7.5696516
494	7.566283075
495	7.56413533
496	7.56246075
497	7.560044437
498	7.556653565
499	7.55440544
500	7.550846874
501	7.549010447
502	7.546056419
503	7.54365494
504	7.541016656
505	7.538919396
506	7.537214788
507	7.533951054
508	7.531908763
509	7.529861923
510	7.526867618
511	7.525480014
512	7.523404057
513	7.521417565
514	7.518905677
515	7.517164991
516	7.515094938
517	7.51300329
518	7.510765429
519	7.508403043
520	7.505623114
521	7.50373152
522	7.501106037
523	7.49914463
524	7.494467448
525	7.49248363
526	7.490407418
527	7.487999184
528	7.485869971
529	7.483460172
530	7.479633615
531	7.477853776
532	7.475741803
533	7.472738747
534	7.470778031
535	7.469133061
536	7.466727465
537	7.46501647
538	7.462954497
539	7.460485098
540	7.457399737
541	7.455694562
542	7.453525046
543	7.450987987
544	7.448585663
545	7.447407487
546	7.445512817
547	7.443013357
548	7.440745105
549	7.437950844
550	7.435699162
551	7.433837486
552	7.4328098
553	7.43066323
554	7.42862794
555	7.426961743
556	7.42411786
557	7.422088135
558	7.419884827
559	7.417968249
560	7.41591671
561	7.414172399
562	7.411467954
563	7.409009508
564	7.406801061
565	7.404037862
566	7.402343883
567	7.399311639
568	7.397929268
569	7.395647656
570	7.392988867
571	7.391353304
572	7.389282746
573	7.3881816
574	7.386173169
575	7.383613282
576	7.381068186
577	7.378704759
578	7.376781398
579	7.374344435
580	7.372486281
581	7.370804788
582	7.369422898
583	7.367702225
584	7.364946378
585	7.363050773
586	7.360545075
587	7.358572973
588	7.35663446
589	7.355714604
590	7.353493639
591	7.352073593
592	7.350028326
593	7.34750378
594	7.345048097
595	7.341837105
596	7.340183434
597	7.338169292
598	7.336487967
599	7.335542369
600	7.333888666
601	7.332374536
602	7.330140499
603	7.328337514
604	7.32650199
605	7.325056482
606	7.323191357
607	7.321358218
608	7.31965476
609	7.319616575
610	7.317942797
611	7.315475686
612	7.313607116
613	7.31167547
614	7.310966259
615	7.309525517
616	7.307369048
617	7.305543561
618	7.303405308
619	7.299134174
620	7.29684017
621	7.294971408
622	7.293538952
623	7.292068864
624	7.290346474
625	7.289388416
626	7.287571898
627	7.285556695
628	7.283411546
629	7.281076461
630	7.278229635
631	7.276159971
632	7.273736387
633	7.272019024
634	7.269968669
635	7.26849635
636	7.266348159
637	7.263903237
638	7.2619348
639	7.2596839
640	7.258163561
641	7.256095197
642	7.254729873
643	7.253430483
644	7.251464683
645	7.249058337
646	7.247595064
647	7.245360201
648	7.243143508
649	7.241532803
650	7.240042137
651	7.238621036
652	7.236067556
653	7.233624041
654	7.23138509
655	7.229862021
656	7.2284367
657	7.226706617
658	7.226037864
659	7.225056109
660	7.2233656
661	7.222046829
662	7.220966055
663	7.218877134
664	7.216952419
665	7.214171405
666	7.212882588
667	7.211246026
668	7.209343241
669	7.207921742
670	7.205550893
671	7.201810797
672	7.200173162
673	7.198892053
674	7.19750978
675	7.195852508
676	7.194236545
677	7.192496876
678	7.191270311
679	7.189970915
680	7.188093782
681	7.18603629
682	7.184385914
683	7.182482075
684	7.180736082
685	7.179539776
686	7.178304581
687	7.177154049
688	7.175556843
689	7.173518973
690	7.171388186
691	7.169808554
692	7.167782971
693	7.165049988
694	7.164287631
695	7.16244477
696	7.160821496
697	7.159286059
698	7.158223769
699	7.156817449
700	7.154327178
701	7.152116908
702	7.14980732
703	7.147331586
704	7.145110428
705	7.142770203
706	7.141672264
707	7.140317625
708	7.138386445
709	7.136817896
710	7.135074198
711	7.132475475
712	7.131400404
713	7.129870028
714	7.128838905
715	7.127559345
716	7.125704078
717	7.124302107
718	7.12180537
719	7.12046555
720	7.118487131
721	7.116768041
722	7.11516366
723	7.11366551
724	7.112182705
725	7.110959946
726	7.109876791
727	7.109731216
728	7.108160874
729	7.106890459
730	7.105277782
731	7.103878511
732	7.10113262
733	7.099624439
734	7.097950592
735	7.096353719
736	7.095214633
737	7.093535845
738	7.092125713
739	7.091546567
740	7.089748527
741	7.087666838
742	7.085873042
743	7.084431487
744	7.083167991
745	7.081390152
746	7.079773807
747	7.077849749
748	7.076417633
749	7.074834148
750	7.073375501
751	7.071996416
752	7.070609626
753	7.068759948
754	7.065321773
755	7.065287377
756	7.06400436
757	7.062271531
758	7.060360799
759	7.05825348
760	7.05620877
761	7.054935596
762	7.054396872
763	7.053115745
764	7.051962516
765	7.05050938
766	7.049202897
767	7.048130322
768	7.046749052
769	7.044666093
770	7.043184911
771	7.041311751
772	7.041283512
773	7.038666884
774	7.036280643
775	7.034680433
776	7.032241838
777	7.029536491
778	7.026669064
779	7.024358321
780	7.022783006
781	7.021181758
782	7.020007337
783	7.018676921
784	7.017020076
785	7.015631768
786	7.013479706
787	7.01268069
788	7.011323351
789	7.009983771
790	7.008160649
791	7.007558087
792	7.005678499
793	7.003460252
794	7.001817839
795	7.001196327
796	7.001171573
797	6.99904453
798	6.997441537
799	6.995350471
800	6.994210179
801	6.993101455
802	6.993078683
803	6.991139228
804	6.988539018
805	6.986886458
806	6.985047736
807	6.983722651
808	6.98175676
809	6.980007905
810	6.978631014
811	6.976754307
812	6.974741354
813	6.973159557
814	6.971570396
815	6.969254125
816	6.966774404
817	6.965565852
818	6.964378395
819	6.963326056
820	6.961132337
821	6.959376262
822	6.957759256
823	6.956119715
824	6.954555226
825	6.953433528
826	6.952256061
827	6.951121076
828	6.948889312
829	6.94781992
830	6.94655749
831	6.945128036
832	6.943304895
833	6.941054264
834	6.939449622
835	6.937630854
836	6.936493472
837	6.934703917
838	6.932870363
839	6.93106082
840	6.931040443
841	6.929406614
842	6.927731582
843	6.925907195
844	6.924234013
845	6.924062625
846	6.922805681
847	6.921071976
848	6.920752188
849	6.919302101
850	6.918021321
851	6.916807209
852	6.915226017
853	6.913060026
854	6.910490969
855	6.908550212
856	6.905941643
857	6.904016815
858	6.90250459
859	6.901349029
860	6.900430119
861	6.900184796
862	6.89911091
863	6.897735816
864	6.894866132
865	6.892706382
866	6.891335958
867	6.890164855
868	6.88867841
869	6.887124958
870	6.885848411
871	6.885075862
872	6.883226771
873	6.881843049
874	6.880770768
875	6.8794695
876	6.877900143
877	6.875489195
878	6.874056367
879	6.872021664
880	6.870825982
881	6.869762937
882	6.869476927
883	6.868188941
884	6.866796684
885	6.865114876
886	6.863604855
887	6.861876464
888	6.860977939
889	6.859528082
890	6.859512176
891	6.858643706
892	6.856807925
893	6.855405505
894	6.853647503
895	6.852417381
896	6.851236298
897	6.850116869
898	6.848051977
899	6.84661499
900	6.843981226
901	6.842697489
902	6.841158846
903	6.838524282
904	6.837908988
905	6.836285516
906	6.835043309
907	6.833477253
908	6.832006479
909	6.830573213
910	6.829251984
911	6.827587947
912	6.827255189
913	6.82554841
914	6.823832722
915	6.822049953
916	6.820952473
917	6.819485758
918	6.818322804
919	6.817371271
920	6.815980912
921	6.814206832
922	6.813132374
923	6.811348758
924	6.81017365
925	6.808309277
926	6.807482538
927	6.806628331
928	6.804899857
929	6.804044642
930	6.802211635
931	6.801091738
932	6.799981758
933	6.798636424
934	6.797676236
935	6.796332819
936	6.793844176
937	6.792684012
938	6.791458019
939	6.790193004
940	6.78902386
941	6.787689428
942	6.786586755
943	6.785533967
944	6.785228269
945	6.784015681
946	6.782153892
947	6.781044374
948	6.779758082
949	6.777916771
950	6.776137531
951	6.7735095
952	6.77322853
953	6.771974685
954	6.77050967
955	6.769666333
956	6.7687133
957	6.767688481
958	6.766411499
959	6.765330868
960	6.763828214
961	6.762958313
962	6.76150589
963	6.760073478
964	6.759076083
965	6.756980901
966	6.755527665
967	6.754514573
968	6.75355896
969	6.751582631
970	6.75098943
971	6.749491334
972	6.748463378
973	6.746871235
974	6.744916739
975	6.744001254
976	6.743219254
977	6.741307961
978	6.740175108
979	6.739129578
980	6.738250489
981	6.73706657
982	6.736340169
983	6.735367537
984	6.733440608
985	6.733285435
986	6.732470926
987	6.731192618
988	6.730003143
989	6.728630144
990	6.728453111
991	6.726629831
992	6.725162663
993	6.724041354
994	6.722523973
995	6.720995464
996	6.719840633
997	6.717730983
998	6.71576912
999	6.71460214
1000	6.713712894
1001	6.71273279
1002	6.711412053
1003	6.710009403
1004	6.708269142
1005	6.707271467
1006	6.706079797
1007	6.704483804
1008	6.702898795
1009	6.701833313
1010	6.70018884
1011	6.69859358
1012	6.698474965
1013	6.696695813
1014	6.695606554
1015	6.694353971
1016	6.693975064
1017	6.692807322
1018	6.691621532
1019	6.691131621
1020	6.689752127
1021	6.688928305
1022	6.687573347
1023	6.686133558
1024	6.684710302
1025	6.683451985
1026	6.682385234
1027	6.681301947
1028	6.680048192
1029	6.678342122
1030	6.676794387
1031	6.675935955
1032	6.675721232
1033	6.674492962
1034	6.67363425
1035	6.67253848
1036	6.671407878
1037	6.669946069
1038	6.668678451
1039	6.668396885
1040	6.667290657
1041	6.665790512
1042	6.664768154
1043	6.663417524
1044	6.662956107
1045	6.661702176
1046	6.660645814
1047	6.659886201
1048	6.65809108
1049	6.656932959
1050	6.656098703
1051	6.655187769
1052	6.653635688
1053	6.652886708
1054	6.651533517
1055	6.649935341
1056	6.648633082
1057	6.647138264
1058	6.645769691
1059	6.644665539
1060	6.64353588
1061	6.642394274
1062	6.641233575
1063	6.639730082
1064	6.638762822
1065	6.638066099
1066	6.636352971
1067	6.635037046
1068	6.633272728
1069	6.631735961
1070	6.630731893
1071	6.629287233
1072	6.628267063
1073	6.626700564
1074	6.626410201
1075	6.625230472
1076	6.624786837
1077	6.623858568
1078	6.62286184
1079	6.621195228
1080	6.620027934
1081	6.618411375
1082	6.617011383
1083	6.616231293
1084	6.614899885
1085	6.613429322
1086	6.612273171
1087	6.610521609
1088	6.609568476
1089	6.608410844
1090	6.606444499
1091	6.605521151
1092	6.605512713
1093	6.603743336
1094	6.602275533
1095	6.600791911
1096	6.59932893
1097	6.598326844
1098	6.597322367
1099	6.5965438
1100	6.595640845
1101	6.594892307
1102	6.593215531
1103	6.591386467
1104	6.590026457
1105	6.588801431
1106	6.587846223
1107	6.58686175
1108	6.585404296
1109	6.584407078
1110	6.582862389
1111	6.581338963
1112	6.580239852
1113	6.579891716
1114	6.578908667
1115	6.577696063
1116	6.577290252
1117	6.576391976
1118	6.575483045
1119	6.574907984
1120	6.573849246
1121	6.573571304
1122	6.57224594
1123	6.571462901
1124	6.570341942
1125	6.569442522
1126	6.568107588
1127	6.567182931
1128	6.566261926
1129	6.565250167
1130	6.564889896
1131	6.563557681
1132	6.562490997
1133	6.56188368
1134	6.561557557
1135	6.560100109
1136	6.559181617
1137	6.557704279
1138	6.556888913
1139	6.555896102
1140	6.554689758
1141	6.553413984
1142	6.5532262
1143	6.55202063
1144	6.551174734
1145	6.550286108
1146	6.549622527
1147	6.548261243
1148	6.547155947
1149	6.546260532
1150	6.545033569
1151	6.54428274
1152	6.543812966
1153	6.542991934
1154	6.54232071
1155	6.540494131
1156	6.539010306
1157	6.538345453
1158	6.537432096
1159	6.536542729
1160	6.535541823
1161	6.5345923
1162	6.533899233
1163	6.532707422
1164	6.531457379
1165	6.530795182
1166	6.530200252
1167	6.528978146
1168	6.52850326
1169	6.52706804
1170	6.52615723
1171	6.525239664
1172	6.523804654
1173	6.522587583
1174	6.521915285
1175	6.52047446
1176	6.519540228
1177	6.518122364
1178	6.51740627
1179	6.5164606
1180	6.515408217
1181	6.514292525
1182	6.513186226
1183	6.512080462
1184	6.511089866
1185	6.510401778
1186	6.508851562
1187	6.507725143
1188	6.507565396
1189	6.506356414
1190	6.504973743
1191	6.504307873
1192	6.503007483
1193	6.502714472
1194	6.50189464
1195	6.499842463
1196	6.498925103
1197	6.4973492
1198	6.496383155
1199	6.495515299
1200	6.494720156
1201	6.492872151
1202	6.492240886
1203	6.491355178
1204	6.489798672
1205	6.489081043
1206	6.487915998
1207	6.486909038
1208	6.485556859
1209	6.48483936
1210	6.484077616
1211	6.482304623
1212	6.480802899
1213	6.479872244
1214	6.479003588
1215	6.477827352
1216	6.476951299
1217	6.475786432
1218	6.47477696
1219	6.473684315
1220	6.472400962
1221	6.471348833
1222	6.470396278
1223	6.469410236
1224	6.468208536
1225	6.466918552
1226	6.465868781
1227	6.463689006
1228	6.462793959
1229	6.46192315
1230	6.46061898
1231	6.460049446
1232	6.459042205
1233	6.457461917
1234	6.455901022
1235	6.455629104
1236	6.45485754
1237	6.454212538
1238	6.452801555
1239	6.451284605
1240	6.450450466
1241	6.449044163
1242	6.448925281
1243	6.447502397
1244	6.446340916
1245	6.445043541
1246	6.443826501
1247	6.441680691
1248	6.440705308
1249	6.439631624
1250	6.438734712
1251	6.437198006
1252	6.435757418
1253	6.434450268
1254	6.433502686
1255	6.432545006
1256	6.431457884
1257	6.42980437
1258	6.428806374
1259	6.428036122
1260	6.427414427
1261	6.42596272
1262	6.424831259
1263	6.423346845
1264	6.423046907
1265	6.421723914
1266	6.421263267
1267	6.420289588
1268	6.419586965
1269	6.418736844
1270	6.417337197
1271	6.415945282
1272	6.415040863
1273	6.414166678
1274	6.412950852
1275	6.41165762
1276	6.410970605
1277	6.409658488
1278	6.408647508
1279	6.408249264
1280	6.407180322
1281	6.405768671
1282	6.404986848
1283	6.403828178
1284	6.402913919
1285	6.402233548
1286	6.401519386
1287	6.40055075
1288	6.399761101
1289	6.39942329
1290	6.398564106
1291	6.397475714
1292	6.397418062
1293	6.396670904
1294	6.395828603
1295	6.39439078
1296	6.393777718
1297	6.393048681
1298	6.392547553
1299	6.39047663
1300	6.388931678
1301	6.3882722
1302	6.38746355
1303	6.387206372
1304	6.385966391
1305	6.385414198
1306	6.384489844
1307	6.383275587
1308	6.382024488
1309	6.380443067
1310	6.379268278
1311	6.378168054
1312	6.377274488
1313	6.376360001
1314	6.375589919
1315	6.374980484
1316	6.374509508
1317	6.372956362
1318	6.371966904
1319	6.371779371
1320	6.370241982
1321	6.369192736
1322	6.367613515
1323	6.36646029
1324	6.366100557
1325	6.365385759
1326	6.364206966
1327	6.363377009
1328	6.361542024
1329	6.360448851
1330	6.358992194
1331	6.357986409
1332	6.357433674
1333	6.356795121
1334	6.355297481
1335	6.353959591
1336	6.353225404
1337	6.35222808
1338	6.351829827
1339	6.350741977
1340	6.349757885
1341	6.349066242
1342	6.348349294
1343	6.34733917
1344	6.346681397
1345	6.345825456
1346	6.345469957
1347	6.344180447
1348	6.343060973
1349	6.341819741
1350	6.340971446
1351	6.340059147
1352	6.338416833
1353	6.337785678
1354	6.336878595
1355	6.336804422
1356	6.335367279
1357	6.334965392
1358	6.334053777
1359	6.3333307
1360	6.331489587
1361	6.329575635
1362	6.328554842
1363	6.32741656
1364	6.326578963
1365	6.32561841
1366	6.324468516
1367	6.323566091
1368	6.322902678
1369	6.32187761
1370	6.320841979
1371	6.31989743
1372	6.319248275
1373	6.317995249
1374	6.316973432
1375	6.315934778
1376	6.315089012
1377	6.314397661
1378	6.313350155
1379	6.311941135
1380	6.310249721
1381	6.308891754
1382	6.307888479
1383	6.307051629
1384	6.306248792
1385	6.305540689
1386	6.304309619
1387	6.302929286
1388	6.301854425
1389	6.300057972
1390	6.299382468
1391	6.298103603
1392	6.297283007
1393	6.296250261
1394	6.295041677
1395	6.293847695
1396	6.292416032
1397	6.291512343
1398	6.290780125
1399	6.289674144
1400	6.289014012
1401	6.287755555
1402	6.286818073
1403	6.285929164
1404	6.285348826
1405	6.284556535
1406	6.28379087
1407	6.282746233
1408	6.281894115
1409	6.281164169
1410	6.280433407
1411	6.27886127
1412	6.277813807
1413	6.277021298
1414	6.276397578
1415	6.275573722
1416	6.274841814
1417	6.273321619
1418	6.272438086
1419	6.27159708
1420	6.271032321
1421	6.269715712
1422	6.268308489
1423	6.267506949
1424	6.267208941
1425	6.266320846
1426	6.26600318
1427	6.26542888
1428	6.263759199
1429	6.262821633
1430	6.26170768
1431	6.260902029
1432	6.260541849
1433	6.258609011
1434	6.258142228
1435	6.256714637
1436	6.255640896
1437	6.254165552
1438	6.253162247
1439	6.252294756
1440	6.25108574
1441	6.249574242
1442	6.248420094
1443	6.247321018
1444	6.247317664
1445	6.245573161
1446	6.244857621
1447	6.243133176
1448	6.242587845
1449	6.241622091
1450	6.240647041
1451	6.239368345
1452	6.238130191
1453	6.23701155
1454	6.236702091
1455	6.235722688
1456	6.234739605
1457	6.233907775
1458	6.233236995
1459	6.232062513
1460	6.231295507
1461	6.230530478
1462	6.229263474
1463	6.228822896
1464	6.227436289
1465	6.226654202
1466	6.225927227
1467	6.224691117
1468	6.223122314
1469	6.222743252
1470	6.221446748
1471	6.220004077
1472	6.219168818
1473	6.21877248
1474	6.218445539
1475	6.217700158
1476	6.216750333
1477	6.215295547
1478	6.214194118
1479	6.213145321
1480	6.212401239
1481	6.210936006
1482	6.20991083
1483	6.20934089
1484	6.207505734
1485	6.205977228
1486	6.20428754
1487	6.203485838
1488	6.202443534
1489	6.202139197
1490	6.200962815
1491	6.199453986
1492	6.198189748
1493	6.196551083
1494	6.195339198
1495	6.194538408
1496	6.193730483
1497	6.192993843
1498	6.192138976
1499	6.190632536
1500	6.190211872
1501	6.189217519
1502	6.188043582
1503	6.187196274
1504	6.185938122
1505	6.185032589
1506	6.183853043
1507	6.183337093
1508	6.182617338
1509	6.181467505
1510	6.180066229
1511	6.17881896
1512	6.177979266
1513	6.177432123
1514	6.176546451
1515	6.175741392
1516	6.174475888
1517	6.17332676
1518	6.172082289
1519	6.170686336
1520	6.170146154
1521	6.169739353
1522	6.16903405
1523	6.16780369
1524	6.166911546
1525	6.16539742
1526	6.164131944
1527	6.163457603
1528	6.163053138
1529	6.162447963
1530	6.161840987
1531	6.160842132
1532	6.159759689
1533	6.158857979
1534	6.158227406
1535	6.157311678
1536	6.155999473
1537	6.155137733
1538	6.154121629
1539	6.152984061
1540	6.152129643
1541	6.151343545
1542	6.150211552
1543	6.14891627
1544	6.147832253
1545	6.147579869
1546	6.146345395
1547	6.145629047
1548	6.14447338
1549	6.143712018
1550	6.142578903
1551	6.141567933
1552	6.140825003
1553	6.140417732
1554	6.138990798
1555	6.137903564
1556	6.136911429
1557	6.135776933
1558	6.134658838
1559	6.133828082
1560	6.132609263
1561	6.131520356
1562	6.130184557
1563	6.129247333
1564	6.128070787
1565	6.127601605
1566	6.126412974
1567	6.125165499
1568	6.124316983
1569	6.123397641
1570	6.122561709
1571	6.121787213
1572	6.12051858
1573	6.119767041
1574	6.11884969
1575	6.118014872
1576	6.116823703
1577	6.115996738
1578	6.114229749
1579	6.11342204
1580	6.112397554
1581	6.111549294
1582	6.110547449
1583	6.109481344
1584	6.108300154
1585	6.106875437
1586	6.105995497
1587	6.10497347
1588	6.104569654
1589	6.103544163
1590	6.102874414
1591	6.102418733
1592	6.101444338
1593	6.100840742
1594	6.099246118
1595	6.09772331
1596	6.096282192
1597	6.095154146
1598	6.094599604
1599	6.093982682
1600	6.093132498
1601	6.092547042
1602	6.091658019
1603	6.090818465
1604	6.089801584
1605	6.088728926
1606	6.087881981
1607	6.086967984
1608	6.086164836
1609	6.085436841
1610	6.084751534
1611	6.083984923
1612	6.083242258
1613	6.08191569
1614	6.08026653
1615	6.079160101
1616	6.078293515
1617	6.077593974
1618	6.076789013
1619	6.076106233
1620	6.075211314
1621	6.074272603
1622	6.07338557
1623	6.07236748
1624	6.072087252
1625	6.071136006
1626	6.069908064
1627	6.069394102
1628	6.068841905
1629	6.067901459
1630	6.067219543
1631	6.066152602
1632	6.065181157
1633	6.064617884
1634	6.063495197
1635	6.062709051
1636	6.061832096
1637	6.061310853
1638	6.060630647
1639	6.059598742
1640	6.058852873
1641	6.058074937
1642	6.057193366
1643	6.056379087
1644	6.055877484
1645	6.054538322
1646	6.053763902
1647	6.053119977
1648	6.052254107
1649	6.050878951
1650	6.0499634
1651	6.049376807
1652	6.048873653
1653	6.04780003
1654	6.047100431
1655	6.046557046
1656	6.046067427
1657	6.045564393
1658	6.044971443
1659	6.044378114
1660	6.04386968
1661	6.043153968
1662	6.042351196
1663	6.041327921
