iter	RMSE
1664	6.04061023
1665	6.03985346
1666	6.03928742
1667	6.038670082
1668	6.037869955
1669	6.03661469
1670	6.035556847
1671	6.034126414
1672	6.033283847
1673	6.032617403
1674	6.031487261
1675	6.030783429
1676	6.030359154
1677	6.029192726
1678	6.028496631
1679	6.028001704
1680	6.027333149
1681	6.026733465
1682	6.025674443
1683	6.024954963
1684	6.024139893
1685	6.023624988
1686	6.02293568
1687	6.021781827
1688	6.020891704
1689	6.020029832
1690	6.019313102
1691	6.01835056
1692	6.017538881
1693	6.015709158
1694	6.01507638
1695	6.014171846
1696	6.012626499
1697	6.011327937
1698	6.010898781
1699	6.010210116
1700	6.009234001
1701	6.008288032
1702	6.00700649
1703	6.006059858
1704	6.005106257
1705	6.004602856
1706	6.00366986
1707	6.003099594
1708	6.002499565
1709	6.002079098
1710	6.001566829
1711	6.001169174
1712	6.000688909
1713	6.000166369
1714	5.999607751
1715	5.998803655
1716	5.998272261
1717	5.997648417
1718	5.99653708
1719	5.995843232
1720	5.99514602
1721	5.994514103
1722	5.993868628
1723	5.992825265
1724	5.992202295
1725	5.991708405
1726	5.991025051
1727	5.990068448
1728	5.989451931
1729	5.989041129
1730	5.988439578
1731	5.987425853
1732	5.98675845
1733	5.985992056
1734	5.985252932
1735	5.984322232
1736	5.983371566
1737	5.982873728
1738	5.982116959
1739	5.981492464
1740	5.980676665
1741	5.979131318
1742	5.978682287
1743	5.977002421
1744	5.97587821
1745	5.975347739
1746	5.974836453
1747	5.973526134
1748	5.972889492
1749	5.972131357
1750	5.971388304
1751	5.970415283
1752	5.969948854
1753	5.9689693
1754	5.968316807
1755	5.967682468
1756	5.966756603
1757	5.966210221
1758	5.965605667
1759	5.965296157
1760	5.964757724
1761	5.964097178
1762	5.963530723
1763	5.962419666
1764	5.961840423
1765	5.960298718
1766	5.959289304
1767	5.958578982
1768	5.957843245
1769	5.956926676
1770	5.956074535
1771	5.954892911
1772	5.954078141
1773	5.953362109
1774	5.952548802
1775	5.951416727
1776	5.950781826
1777	5.949515785
1778	5.948580425
1779	5.948058541
1780	5.947244847
1781	5.94635147
1782	5.945811098
1783	5.944850212
1784	5.944164903
1785	5.94363625
1786	5.942483295
1787	5.941353451
1788	5.940661007
1789	5.940041335
1790	5.938592248
1791	5.937495239
1792	5.936930234
1793	5.936070051
1794	5.935322919
1795	5.934347965
1796	5.933616867
1797	5.932564991
1798	5.932187442
1799	5.931749524
1800	5.931292138
1801	5.930719687
1802	5.930346324
1803	5.929401514
1804	5.928616489
1805	5.927892331
1806	5.926981696
1807	5.926360407
1808	5.92546259
1809	5.924669698
1810	5.923792755
1811	5.922934391
1812	5.921902191
1813	5.92092304
1814	5.920385346
1815	5.919418157
1816	5.917617299
1817	5.91680574
1818	5.916060801
1819	5.915657551
1820	5.914850261
1821	5.914151676
1822	5.913482652
1823	5.912572648
1824	5.911931687
1825	5.911404959
1826	5.910377622
1827	5.909934371
1828	5.909357807
1829	5.908899672
1830	5.908102894
1831	5.907378918
1832	5.906306141
1833	5.905550211
1834	5.904996919
1835	5.903623688
1836	5.902731825
1837	5.901856979
1838	5.901017812
1839	5.900594357
1840	5.898980415
1841	5.898814826
1842	5.89799187
1843	5.896669067
1844	5.896048982
1845	5.895023258
1846	5.894099042
1847	5.893456229
1848	5.892764423
1849	5.892179764
1850	5.8917361
1851	5.891088097
1852	5.889954091
1853	5.88922412
1854	5.888166702
1855	5.887515
1856	5.886758583
1857	5.885997239
1858	5.885302188
1859	5.884291624
1860	5.883836029
1861	5.882348554
1862	5.881257257
1863	5.880651759
1864	5.879625201
1865	5.87862053
1866	5.87794498
1867	5.876977026
1868	5.876350022
1869	5.875831931
1870	5.874957123
1871	5.874278144
1872	5.873491521
1873	5.872593263
1874	5.872026432
1875	5.870934348
1876	5.869603709
1877	5.868234164
1878	5.867403716
1879	5.866528416
1880	5.865745057
1881	5.864892243
1882	5.86401192
1883	5.863183368
1884	5.862093735
1885	5.861045944
1886	5.86005924
1887	5.859445479
1888	5.858825675
1889	5.858062888
1890	5.856557248
1891	5.85589813
1892	5.855101424
1893	5.854013557
1894	5.853413077
1895	5.852996476
1896	5.852222229
1897	5.851293621
1898	5.850070927
1899	5.848836716
1900	5.848261799
1901	5.847558255
1902	5.846623132
1903	5.845652659
1904	5.84486618
1905	5.843871528
1906	5.842835319
1907	5.842250883
1908	5.841687129
1909	5.840816221
1910	5.840012905
1911	5.839165388
1912	5.838258227
1913	5.837739941
1914	5.836914764
1915	5.83635297
1916	5.835642663
1917	5.834896871
1918	5.834062753
1919	5.833320995
1920	5.832695482
1921	5.83149552
1922	5.831122693
1923	5.830309755
1924	5.829708673
1925	5.829016946
1926	5.828300062
1927	5.827785966
1928	5.826720365
1929	5.825664085
1930	5.825311247
1931	5.824511361
1932	5.823289305
1933	5.822526509
1934	5.821831169
1935	5.821628774
1936	5.821175411
1937	5.820803173
1938	5.820338856
1939	5.819598398
1940	5.818843267
1941	5.817981092
1942	5.817353473
1943	5.816824163
1944	5.816406454
1945	5.815720182
1946	5.815080296
1947	5.814384761
1948	5.813913358
1949	5.813197716
1950	5.812357341
1951	5.812087372
1952	5.811401377
1953	5.810768807
1954	5.810172097
1955	5.809686745
1956	5.809297137
1957	5.80859716
1958	5.80836764
1959	5.807799573
1960	5.807211538
1961	5.806661926
1962	5.805838607
1963	5.805269535
1964	5.804825326
1965	5.804003026
1966	5.80354695
1967	5.802946792
1968	5.801893379
1969	5.801384795
1970	5.801038219
1971	5.800497205
1972	5.799351841
1973	5.798579105
1974	5.797829092
1975	5.797196228
1976	5.796423259
1977	5.795479707
1978	5.79480449
1979	5.79372079
1980	5.792712372
1981	5.792392961
1982	5.791932767
1983	5.791537457
1984	5.790249106
1985	5.789514828
1986	5.788537405
1987	5.78780932
1988	5.78761415
1989	5.787106083
1990	5.786113754
1991	5.785519923
1992	5.785170278
1993	5.784770365
1994	5.784284736
1995	5.783556819
1996	5.783068453
1997	5.782170393
1998	5.781639992
1999	5.780974142
2000	5.780301676
2001	5.779618197
2002	5.778640314
2003	5.778083782
2004	5.777109557
2005	5.776680517
2006	5.77618321
2007	5.775328779
2008	5.774686785
2009	5.774145256
2010	5.773334237
2011	5.772704213
2012	5.7718056
2013	5.770941892
2014	5.770372886
2015	5.769359886
2016	5.768671728
2017	5.767861004
2018	5.766994348
2019	5.766373325
2020	5.76597653
2021	5.765513702
2022	5.764654731
2023	5.763722836
2024	5.763207911
2025	5.762616408
2026	5.761789161
2027	5.76111337
2028	5.76016918
2029	5.759479122
2030	5.759017809
2031	5.758556947
2032	5.757506844
2033	5.756598393
2034	5.755411495
2035	5.7547403
2036	5.75386013
2037	5.753159074
2038	5.752540552
2039	5.751515436
2040	5.750938238
2041	5.750113705
2042	5.749389466
2043	5.748818265
2044	5.748581322
2045	5.748010013
2046	5.747305752
2047	5.746644644
2048	5.745995134
2049	5.745449215
2050	5.744824023
2051	5.744296582
2052	5.743537759
2053	5.742440003
2054	5.741538628
2055	5.740721232
2056	5.740008192
2057	5.739321308
2058	5.738846327
2059	5.73827791
2060	5.737362313
2061	5.736676142
2062	5.736501011
2063	5.736152238
2064	5.73549361
2065	5.73514095
2066	5.733852465
2067	5.733270464
2068	5.732625992
2069	5.731966927
2070	5.73117641
2071	5.730698449
2072	5.729865551
2073	5.728739825
2074	5.727998916
2075	5.727529065
2076	5.726321529
2077	5.725989048
2078	5.725237578
2079	5.724983779
2080	5.724528506
2081	5.723787522
2082	5.723410095
2083	5.7226467
2084	5.721858521
2085	5.720834908
2086	5.720250689
2087	5.719524543
2088	5.718536385
2089	5.717824016
2090	5.717310598
2091	5.716452044
2092	5.715806895
2093	5.714602296
2094	5.713558217
2095	5.712941068
2096	5.712151784
2097	5.711273649
2098	5.710218648
2099	5.71010825
2100	5.709909199
2101	5.708778374
2102	5.707381478
2103	5.706881954
2104	5.70597502
2105	5.705477411
2106	5.705180644
2107	5.704342495
2108	5.703712144
2109	5.702956038
2110	5.702302242
2111	5.70154918
2112	5.700481781
2113	5.69990638
2114	5.699304193
2115	5.698477208
2116	5.697394442
2117	5.696971964
2118	5.696054205
2119	5.695471784
2120	5.694653712
2121	5.694179613
2122	5.693453891
2123	5.693021285
2124	5.692360914
2125	5.69182025
2126	5.691332917
2127	5.69063754
2128	5.68992421
2129	5.689175751
2130	5.688730739
2131	5.687620357
2132	5.686560946
2133	5.686173217
2134	5.685586746
2135	5.685006639
2136	5.68420129
2137	5.683450241
2138	5.682619664
2139	5.681899062
2140	5.681252585
2141	5.680896204
2142	5.680129321
2143	5.67918108
2144	5.678378843
2145	5.677768087
2146	5.677072445
2147	5.676794023
2148	5.676112397
2149	5.675269155
2150	5.674507879
2151	5.673751291
2152	5.672993661
2153	5.672367608
2154	5.671631136
2155	5.670656248
2156	5.66999305
2157	5.669444432
2158	5.668883539
2159	5.668770263
2160	5.668340722
2161	5.667424073
2162	5.667027584
2163	5.666651651
2164	5.666403671
2165	5.665185117
2166	5.664426052
2167	5.663560973
2168	5.662997744
2169	5.661861593
2170	5.661430318
2171	5.660995561
2172	5.660443164
2173	5.659893711
2174	5.659623915
2175	5.659303978
2176	5.658460107
2177	5.658170665
2178	5.657431164
2179	5.656475629
2180	5.65596237
2181	5.65483047
2182	5.654251258
2183	5.653355776
2184	5.6528499
2185	5.652177549
2186	5.651560696
2187	5.65092774
2188	5.649821767
2189	5.649475686
2190	5.649203251
2191	5.648895237
2192	5.648466925
2193	5.647627989
2194	5.647104328
2195	5.646390383
2196	5.646109403
2197	5.645429741
2198	5.64472588
2199	5.643711921
2200	5.64295019
2201	5.642570304
2202	5.642065036
2203	5.641271803
2204	5.640487821
2205	5.639827306
2206	5.638832367
2207	5.638218952
2208	5.637329691
2209	5.63691657
2210	5.636455053
2211	5.635988249
2212	5.635187428
2213	5.634346502
2214	5.633509122
2215	5.632819897
2216	5.632309928
2217	5.631452877
2218	5.630596759
2219	5.629847744
2220	5.629246326
2221	5.628743661
2222	5.628106639
2223	5.627086611
2224	5.626313298
2225	5.626190502
2226	5.625239216
2227	5.624411433
2228	5.623798006
2229	5.622563619
2230	5.621569527
2231	5.621030616
2232	5.620324875
2233	5.620038357
2234	5.619335333
2235	5.618560202
2236	5.617909786
2237	5.617259059
2238	5.616825347
2239	5.616110754
2240	5.615540126
2241	5.614844755
2242	5.614453981
2243	5.613426667
2244	5.612535445
2245	5.61227343
2246	5.611769176
2247	5.611233166
2248	5.610814686
2249	5.609765313
2250	5.609141956
2251	5.60865832
2252	5.60781744
2253	5.607412723
2254	5.60660219
2255	5.605894903
2256	5.605323342
2257	5.604922617
2258	5.604601244
2259	5.603982583
2260	5.60333532
2261	5.602234705
2262	5.601707278
2263	5.601244471
2264	5.60095896
2265	5.600436389
2266	5.600036762
2267	5.59926907
2268	5.598677175
2269	5.59784511
2270	5.597073775
2271	5.59652143
2272	5.596100325
2273	5.59555959
2274	5.594718911
2275	5.594346523
2276	5.593994175
2277	5.593667996
2278	5.592992902
2279	5.592399621
2280	5.5919374
2281	5.590918794
2282	5.590412369
2283	5.589912815
2284	5.588787354
2285	5.587768887
2286	5.587121507
2287	5.586716495
2288	5.585625782
2289	5.585180444
2290	5.584718884
2291	5.584121426
2292	5.583264193
2293	5.582280959
2294	5.581369402
2295	5.580732051
2296	5.579844509
2297	5.578883608
2298	5.578288539
2299	5.577618062
2300	5.576980721
2301	5.5765777
2302	5.576023258
2303	5.575381387
2304	5.574668678
2305	5.574030099
2306	5.57303878
2307	5.571893277
2308	5.57105533
2309	5.570693739
2310	5.570259198
2311	5.569919149
2312	5.569506611
2313	5.56846707
2314	5.567779891
2315	5.567185004
2316	5.566570986
2317	5.565962452
2318	5.565643491
2319	5.565036404
2320	5.564351962
2321	5.563421958
2322	5.562550167
2323	5.562172237
2324	5.561127358
2325	5.560697063
2326	5.560221367
2327	5.559415267
2328	5.558714503
2329	5.558319431
2330	5.557517986
2331	5.55674574
2332	5.556087764
2333	5.55499709
2334	5.55419784
2335	5.553409129
2336	5.553118306
2337	5.552315672
2338	5.55158202
2339	5.551158234
2340	5.549852038
2341	5.549033225
2342	5.548704713
2343	5.548036431
2344	5.547154135
2345	5.546568377
2346	5.545969456
2347	5.545267963
2348	5.544848894
2349	5.544569821
2350	5.544045681
2351	5.543185388
2352	5.542334729
2353	5.541646055
2354	5.5410402
2355	5.540383247
2356	5.539777872
2357	5.538672673
2358	5.53788344
2359	5.537340102
2360	5.536661842
2361	5.535933419
2362	5.535438306
2363	5.534497898
2364	5.533762126
2365	5.532861988
2366	5.532399597
2367	5.53155566
2368	5.530901139
2369	5.530480947
2370	5.530273309
2371	5.529750815
2372	5.529351717
2373	5.528528047
2374	5.527708615
2375	5.527416829
2376	5.527213899
2377	5.526678049
2378	5.525511143
2379	5.524878314
2380	5.524079595
2381	5.523625515
2382	5.522650369
2383	5.521869571
2384	5.521663598
2385	5.520868759
2386	5.519940246
2387	5.519373256
2388	5.518704498
2389	5.517865918
2390	5.517084479
2391	5.516326341
2392	5.515830104
2393	5.51464239
2394	5.514229106
2395	5.513908113
2396	5.513198148
2397	5.51270058
2398	5.511960282
2399	5.511451505
2400	5.510982685
2401	5.51026319
2402	5.509604124
2403	5.508732233
2404	5.508212746
2405	5.507478846
2406	5.506025967
2407	5.505308717
2408	5.504512036
2409	5.503577067
2410	5.502913683
2411	5.50250489
2412	5.501885535
2413	5.501424875
2414	5.500556233
2415	5.499922514
2416	5.498772141
2417	5.498301938
2418	5.49780558
2419	5.497086328
2420	5.496345927
2421	5.495880636
2422	5.495185496
2423	5.494732329
2424	5.494027017
2425	5.493700192
2426	5.493413492
2427	5.492912594
2428	5.4921146
2429	5.491703096
2430	5.490811656
2431	5.489977072
2432	5.489428123
2433	5.488648693
2434	5.488032261
2435	5.487846992
2436	5.487166583
2437	5.486798632
2438	5.486334683
2439	5.485747613
2440	5.485236867
2441	5.484587414
2442	5.483900395
2443	5.483497412
2444	5.482965817
2445	5.482514871
2446	5.481908218
2447	5.480892315
2448	5.480472392
2449	5.479603983
2450	5.478653446
2451	5.478275417
2452	5.477820188
2453	5.47768596
2454	5.477217516
2455	5.476766448
2456	5.47615435
2457	5.475679346
2458	5.475355071
2459	5.474905855
2460	5.474226887
2461	5.473792517
2462	5.473492558
2463	5.473032905
2464	5.472654088
2465	5.471981094
2466	5.471276725
2467	5.470568863
2468	5.470237508
2469	5.469761885
2470	5.469358416
2471	5.468625186
2472	5.467792159
2473	5.467427339
2474	5.466821258
2475	5.466052541
2476	5.465523011
2477	5.464664458
2478	5.464585656
2479	5.463661641
2480	5.463009317
2481	5.462373196
2482	5.461948419
2483	5.461225991
2484	5.46058074
2485	5.459803295
2486	5.459459493
2487	5.458716904
2488	5.458228109
2489	5.457624397
2490	5.456822159
2491	5.456224696
2492	5.455844696
2493	5.455357481
2494	5.454922309
2495	5.454648386
2496	5.454057115
2497	5.453629574
2498	5.452949912
2499	5.452654969
